gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,OS_17_D1_1_S12_L001,OS_17_D1_2_S13_L001,OS_17_D1_3_S14_L001,OS_17_D3_1_S18_L001,OS_17_D3_2_S19_L001,OS_17_D3_3_S20_L001
ENSG00000028277,POU2F2,5452,POU class 2 homeobox 2,1532.8282598619674,0.6101979542420299,0.10371779310478066,5.88325239070194,4.022817505131093e-9,3.4472451543969517e-6,1860,1980,1688,1415,1276,1018
ENSG00000169245,CXCL10,3627,C-X-C motif chemokine ligand 10,19720.647012471643,-0.328595125959402,0.056139960998091355,-5.853141329588269,4.823738762176601e-9,3.838317843617666e-6,16690,18898,16600,23513,23916,19474
ENSG00000072274,TFRC,7037,transferrin receptor,11263.010719819733,0.32043251141673595,0.05534886283110163,5.789324206976815,7.067017559810495e-9,5.24843837441926e-6,11821,13751,11786,10905,10184,9377
ENSG00000106799,TGFBR1,7046,transforming growth factor beta receptor 1,24435.152319507957,0.33340368615972543,0.05834945128548302,5.71391296429679,1.1040748293197095e-8,7.687120999138476e-6,26958,29615,24775,23133,22106,20477
ENSG00000170961,HAS2,3037,hyaluronan synthase 2,5430.684612899402,0.3612799504650002,0.06547338627605906,5.517966474831706,3.4294483337781553e-8,2.122447468793814e-5,5960,6426,5826,5415,4755,4316
ENSG00000198804,COX1,4512,cytochrome c oxidase subunit I,63717.27042567518,0.49134811936269995,0.09277255034400986,5.296266164298946,1.1819452307471325e-7,6.583434935261528e-5,75596,69690,75876,56182,51803,52636
ENSG00000170485,NPAS2,4862,neuronal PAS domain protein 2,1989.6484644997527,0.4625770876012258,0.09003974440184748,5.137476685148546,2.784520010051352e-7,1.4771215672367647e-4,2256,2527,2104,1773,1859,1468
ENSG00000119508,NR4A3,8013,nuclear receptor subfamily 4 group A member 3,580.5137320357443,0.7244661606872037,0.14162102838035637,5.115526761615376,3.12866582417574e-7,1.5842426036962611e-4,741,793,626,463,440,426
ENSG00000065802,ASB1,51665,ankyrin repeat and SOCS box containing 1,7911.471352554665,0.3319732775228208,0.0650292108165586,5.104987025896512,3.3081721141906525e-7,1.5896460442376204e-4,8951,9270,8075,7687,7105,6520
ENSG00000148344,PTGES,9536,prostaglandin E synthase,1138.422562924227,-0.76336945382432575,0.14972623088105422,-5.09843498585604,3.424731154551426e-7,1.5896460442376204e-4,669,962,892,1563,1344,1438
ENSG00000097046,CDC7,8317,cell division cycle 7,215.97506283852084,2.5956802492704387,0.5148139771809525,5.041977033110118,4.6074659805654505e-7,2.0530868409399648e-4,107,654,370,90,54,45
ENSG00000169248,CXCL11,6373,C-X-C motif chemokine ligand 11,5770.179970638103,-0.3762958501297224,0.07522047200020202,-5.002572306761274,5.657035309446896e-7,2.4238220518168626e-4,4717,5648,4647,7203,7078,5613
ENSG00000154451,GBP5,115362,guanylate binding protein 5,87593.42877754898,-0.243070562269887,0.0490281675816029,-4.957773750473506,7.130553110027159e-7,2.739115918817329e-4,77785,85186,76353,99457,101056,88191
ENSG00000166974,MAPRE2,10982,microtubule associated protein RP/EB family member 2,144.88352519125797,-1.8985497731971397,0.38249342691794563,-4.963614116183037,6.91933546016645e-7,2.739115918817329e-4,54,88,43,243,324,138
ENSG00000136381,IREB2,3658,iron responsive element binding protein 2,86.30519848910873,2.4985535043281764,0.5089241547201987,4.909481071303946,9.131771319518995e-7,3.39093108331472e-4,153,187,101,47,12,21
ENSG00000189060,H1-0,3005,H1.0 linker histone,44630.855991000695,0.2622515841699551,0.05398523681151102,4.857838914101724,1.1867389402112198e-6,4.2646038045009643e-4,48728,49983,46321,43645,43090,36826
ENSG00000169429,CXCL8,3576,C-X-C motif chemokine ligand 8,6936.175715255368,0.46689007672138,0.0973619160805498,4.7954076451732,1.623443523695503e-6,5.65161276686497e-4,6670,9126,8264,6278,5924,5500
ENSG00000184470,TXNRD2,10587,thioredoxin reductase 2,6194.16671930162,0.27157303885374656,0.05679110682418666,4.781964184893942,1.7359061229697468e-6,5.859998245419084e-4,6578,7090,6532,6160,5736,5185
ENSG00000213859,KCTD11,147040,potassium channel tetramerization domain containing 11,1199.3927101585193,-0.4920641342489859,0.10367267341741955,-4.746324349790589,2.0714644721947264e-6,6.787092417720367e-4,920,1047,1005,1590,1379,1299
ENSG00000068489,PRR11,55771,proline rich 11,2219.566477180595,-0.48478348968263624,0.10350179927467462,-4.683817026176623,2.81581389734988e-6,8.962333376136475e-4,1973,1879,1659,2697,2615,2541
ENSG00000079332,SAR1A,56681,secretion associated Ras related GTPase 1A,8697.285535325114,-0.29424466480206624,0.06296370505332526,-4.673242537948877,2.964813016584736e-6,9.17444916798721e-4,7494,8127,7667,9906,10164,9037
ENSG00000110723,EXPH5,23086,exophilin 5,119.38999624645564,1.2760248524395852,0.27438853866640656,4.650430585189049,3.3124272268614805e-6,9.97309170465862e-4,155,170,178,75,70,67
ENSG00000107159,CA9,768,carbonic anhydrase 9,893.3058022488971,-0.9589040096964531,0.20830507809206145,-4.6033635784561175,4.157215476378188e-6,0.0012187205370224475,427,605,773,1196,1285,1103
ENSG00000141682,PMAIP1,5366,phorbol-12-myristate-13-acetate-induced protein 1,8908.823622401358,-0.28711425618806624,0.06262048286463703,-4.584989496307527,4.540092589982564e-6,0.001267792591533829,7451,8734,7773,10290,10628,8885
ENSG00000168542,COL3A1,1281,collagen type III alpha 1 chain,7570.894025095796,-0.2763436888088396,0.06027871642807971,-4.5844322040027725,4.55221756385576e-6,0.001267792591533829,6766,7051,6589,8915,8876,7466
ENSG00000128342,LIF,3976,LIF interleukin 6 family cytokine,10666.848240668027,0.2606340501402277,0.0572478030994271,4.55273453354293,5.295307544010316e-6,0.0014387738058603639,11565,12230,10881,10651,10290,8639
ENSG00000187908,DMBT1,1755,deleted in malignant brain tumors 1,131.90557019212224,1.3107525192057894,0.28965315304430383,4.525248578962659,6.032455859028937e-6,0.001562826936501915,174,221,168,97,62,72
ENSG00000262246,CORO7,79585,coronin 7,438.8156975257857,1.7028303031687066,0.3760569634055587,4.5281179950716375,5.95113490957861e-6,0.001562826936501915,581,815,617,354,89,190
ENSG00000092929,UNC13D,201294,unc-13 homolog D,1737.872563981934,0.41844204182687655,0.09318976735963415,4.490214469707196,7.115149543407873e-6,0.0017231036068166023,1927,2165,1845,1716,1560,1268
ENSG00000170909,OSCAR,126014,osteoclast associated Ig-like receptor,540.0414957083906,0.9691425133886159,0.21566413556937478,4.493758365664199,6.99770280653759e-6,0.0017231036068166023,826,777,533,465,383,274
ENSG00000259207,ITGB3,3690,integrin subunit beta 3,482.23079680898456,0.729790180065188,0.16245352928908918,4.492301172272548,7.045768798617579e-6,0.0017231036068166023,660,609,523,377,371,353
ENSG00000163216,SPRR2D,6703,small proline rich protein 2D,3927.96872342292,0.4801455739837835,0.10734790137970052,4.472798888591771,7.720237953059973e-6,0.0018298606552571938,3755,5037,4870,3589,3446,2957
ENSG00000185829,ARL17A,51326,ADP ribosylation factor like GTPase 17A,154.0101125868496,1.3700119999113374,0.3067331305274408,4.466462418179422,7.952362428756392e-6,0.001845610780340546,286,197,176,85,96,80
ENSG00000224389,C4B,721,complement C4B (Chido blood group),157.9605109103762,1.8452508223104953,0.4168406921626038,4.426753090580438,9.56621260755092e-6,0.002174849152002393,129,373,246,65,99,47
ENSG00000122643,NT5C3A,51251,"5'-nucleotidase, cytosolic IIIA",1063.318172931565,0.6325048766790906,0.14418653577727342,4.386712485111149,1.1507674251129611e-5,0.0025639098231516775,1223,1546,1104,797,866,859
ENSG00000196878,LAMB3,3914,laminin subunit beta 3,17749.603304121763,-0.28566384768155767,0.06571536915828566,-4.346986882071559,1.3802047048969624e-5,0.0030148000808925806,14424,17262,16055,21814,19722,17850
ENSG00000065717,TLE2,7089,"TLE family member 2, transcriptional corepressor",117.51006072954709,-1.9101289102529762,0.44057753838420605,-4.335511331917349,1.4542168222193137e-5,0.0030560760945500154,34,70,45,279,209,91
ENSG00000177606,JUN,3725,"Jun proto-oncogene, AP-1 transcription factor subunit",14015.432939077513,-0.25540639187643344,0.05896575704272924,-4.331435814371966,1.481401338471282e-5,0.0030560760945500154,12003,13253,12824,16265,16007,14121
ENSG00000244405,ETV5,2119,ETS variant transcription factor 5,178.7474644685958,2.0639796977353946,0.4759499300875813,4.33654795863841,1.4473785830230606e-5,0.0030560760945500154,228,418,226,42,133,37
ENSG00000005700,IBTK,25998,inhibitor of Bruton tyrosine kinase,868.2458759935765,0.9541807714426673,0.22148125989293685,4.308178361925133,1.6460462463921682e-5,0.0033339918517834096,1375,1069,960,708,727,387
ENSG00000008277,ADAM22,53616,ADAM metallopeptidase domain 22,232.70714912071685,1.022288478385217,0.23958542052176374,4.2669060419407,1.9820258495419565e-5,0.0038169229661708464,288,309,331,143,198,127
ENSG00000163346,PBXIP1,57326,PBX homeobox interacting protein 1,545.1217319343939,-0.6167475528776937,0.1443590302072199,-4.272317097118099,1.9345221415731912e-5,0.0038169229661708464,438,477,371,758,679,577
ENSG00000175931,UBE2O,63893,ubiquitin conjugating enzyme E2 O,697.12682970317,-0.6805892689045111,0.1595261974613952,-4.266316628459795,1.987266894415701e-5,0.0038169229661708464,541,641,423,861,913,831
ENSG00000116560,SFPQ,6421,splicing factor proline and glutamine rich,10091.812427839848,-0.30784618488931537,0.07257353161093534,-4.241852064464357,2.2168280174458986e-5,0.00418567188378768,9216,9206,8446,11479,11658,10748
ENSG00000158470,B4GALT5,9334,"beta-1,4-galactosyltransferase 5",8730.414768445587,-0.24339227290587423,0.057448853403814566,-4.236677644287208,2.2685145410729285e-5,0.004211875331258737,7443,8748,7683,10138,9769,8871
ENSG00000145901,TNIP1,10318,TNFAIP3 interacting protein 1,5296.382101232587,-0.6481915898053255,0.15339278360309688,-4.225698071185136,2.3820119746713022e-5,0.004309378224297432,4554,3613,4065,5564,7335,6627
ENSG00000167552,TUBA1A,7846,tubulin alpha 1a,503.8581328635239,-0.9827166800705239,0.23264223240753656,-4.2241542728537205,2.398397216395339e-5,0.004309378224297432,315,480,227,755,675,609
ENSG00000136244,IL6,3569,interleukin 6,4026.931832470783,0.30194576824672315,0.07164996015633775,4.214179150803265,2.5068824530524086e-5,0.004432804845556164,4168,4862,4248,4100,3575,3311
ENSG00000171223,JUNB,3726,"JunB proto-oncogene, AP-1 transcription factor subunit",20714.438791183973,-0.2867202212846501,0.0681880845245947,-4.204843460315024,2.6126291788207003e-5,0.004547607664384782,16563,20615,18563,25335,23571,20467
ENSG00000130164,LDLR,3949,low density lipoprotein receptor,8792.946695605842,0.2527581399688355,0.06129961277493237,4.123323599071696,3.734444755741073e-5,0.006400263781377777,9661,10060,8793,8611,8444,7364
ENSG00000205336,ADGRG1,9289,adhesion G protein-coupled receptor G1,693.0651212462303,-0.6688569292970818,0.16347828865798364,-4.091411372041039,4.28755802909682e-5,0.007236878249111905,442,632,528,937,772,870
ENSG00000154277,UCHL1,7345,ubiquitin C-terminal hydrolase L1,12951.307146477353,0.243570888571232,0.059698167664897814,4.080039607554828,4.502802781285989e-5,0.007486749699033719,13079,14924,13880,13114,11860,11105
ENSG00000152377,SPOCK1,6695,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1",1018.871364016241,-0.4600552393500418,0.11309432594424083,-4.067889662093781,4.744083437441807e-5,0.007771924925456136,813,976,776,1347,1152,1094
ENSG00000134107,BHLHE40,8553,basic helix-loop-helix family member e40,8086.561207989489,-0.2653074065948057,0.06545176601184345,-4.053479726533253,5.046137483918102e-5,0.00803056736726395,7304,7648,6945,9850,9424,7663
ENSG00000163682,RPL9,6133,ribosomal protein L9,638.2054025357904,0.5508291776494069,0.13587997191651152,4.053792254150978,5.039397285475324e-5,0.00803056736726395,759,805,699,608,487,482
ENSG00000126226,PCID2,55795,PCI domain containing 2,8215.503626331827,0.2666409219215846,0.06592198742943903,4.044794951107766,5.236893926153907e-5,0.008216760329204861,8433,9482,8844,8512,7730,6518
ENSG00000197653,DNAH10,196385,dynein axonemal heavy chain 10,92.47750694428409,1.5706750854994207,0.39027318776529635,4.02455288945957,5.708366444824859e-5,0.008832111416020685,101,168,146,64,52,28
ENSG00000158859,ADAMTS4,9507,ADAM metallopeptidase with thrombospondin type 1 motif 4,4808.965913072524,-0.2851060036344573,0.0710129723370857,-4.014843967959978,5.948513417586037e-5,0.009077594448206638,3907,4734,4302,5683,5580,4817
ENSG00000110076,NRXN2,9379,neurexin 2,2684.513640316887,-0.3105739872130388,0.07849617956648043,-3.9565490821117697,7.604027044527846e-5,0.01144714341568111,2219,2527,2400,3171,3032,2828
ENSG00000138944,SHISAL1,85352,shisa like 1,104.62946382055969,-1.4396577053607127,0.36432440258082815,-3.951581873633385,7.763630169310259e-5,0.011531578678148838,73,47,47,128,173,160
ENSG00000064042,LIMCH1,22998,LIM and calponin homology domains 1,1724.634818165986,0.3408979980651942,0.08655515081842233,3.9385061991323775,8.199047620254901e-5,0.012018077696005209,1846,2000,1898,1582,1599,1442
ENSG00000146555,SDK1,221935,sidekick cell adhesion molecule 1,1735.4437315067692,-0.8419201205972615,0.21515311775131862,-3.913120708621949,9.111096130401004e-5,0.012848603113511294,1144,1812,802,2155,2364,2227
ENSG00000162645,GBP2,2634,guanylate binding protein 2,14825.51007920421,-0.28846484926932486,0.07371762452740095,-3.9131055988124257,9.111666480856303e-5,0.012848603113511294,12258,14076,13466,16604,16940,15902
ENSG00000175130,MARCKSL1,65108,MARCKS like 1,2635.429769397038,-0.3158407328304246,0.080681840199024,-3.9146446344222734,9.053745348160106e-5,0.012848603113511294,2164,2536,2307,3013,3080,2783
ENSG00000024526,DEPDC1,55635,DEP domain containing 1,2529.691342868303,-0.3029474428380621,0.07788128244140008,-3.8898620225727236,1.0030123459845104e-4,0.013960927634702051,2236,2340,2175,3077,2996,2448
ENSG00000104419,NDRG1,10397,N-myc downstream regulated 1,451.97649293677733,-1.0283168175970099,0.26455615634427265,-3.8869510043033695,1.0151123325052658e-4,0.013960927634702051,291,338,260,417,666,730
ENSG00000157227,MMP14,4323,matrix metallopeptidase 14,2962.5709910072405,-0.2969779850806011,0.07662368853379303,-3.87579860436536,1.0627556051603396e-4,0.014437923709129491,2528,2832,2571,3644,3195,3094
ENSG00000181467,RAP2B,5912,"RAP2B, member of RAS oncogene family",5780.082607937813,-0.2791560485797412,0.07213437592201782,-3.869944738712759,1.0886002587124019e-4,0.014610851665127902,4710,5629,5245,6662,6685,5919
ENSG00000265190,ANXA8,653145,annexin A8,606.6152348756029,-0.5785424297379161,0.1500785575125318,-3.8549306398391185,1.1576244456027961e-4,0.015352305147637083,538,467,442,784,734,690
ENSG00000092969,TGFB2,7042,transforming growth factor beta 2,975.5722340275056,0.4052655941473716,0.10610978490051941,3.8193046430856334,1.3382839983266788e-4,0.017539392636893178,1122,1138,1052,880,890,782
ENSG00000100336,APOL4,80832,apolipoprotein L4,1207.7586529699174,-0.3583129979112931,0.0942647438601684,-3.801134795876726,1.4403491424608676e-4,0.01844309131840697,979,1162,1020,1493,1401,1238
ENSG00000143811,PYCR2,29920,pyrroline-5-carboxylate reductase 2,1140.016236346782,0.5359995436680712,0.14098717450063897,3.801761015259172,1.4367127517322478e-4,0.01844309131840697,1441,1474,1116,1020,1065,760
ENSG00000065054,NHERF2,9351,NHERF family PDZ scaffold protein 2,3659.3127092134714,-0.3418215074049827,0.09018451618958927,-3.7902460627098415,1.5049812259007963e-4,0.01883763017588188,2823,3598,3222,4175,4418,3836
ENSG00000134802,SLC43A3,29015,solute carrier family 43 member 3,1832.428840512113,0.3753917897640908,0.09901682594487682,3.791191912908553,1.4992604569938534e-4,0.01883763017588188,1860,2184,2126,1632,1681,1530
ENSG00000198763,ND2,4536,NADH dehydrogenase subunit 2,26367.015561842225,0.5172883880846783,0.13662390469471908,3.786221666263598,1.5295524270226578e-4,0.01893246004114712,31806,27004,33179,21578,20177,23670
ENSG00000163507,CIP2A,57650,cellular inhibitor of PP2A,416.77505984733676,1.0523160751903495,0.27832436832231744,3.7808980993417727,1.5626362887367326e-4,0.019129415666513407,575,547,551,432,195,209
ENSG00000157216,SSBP3,23648,single stranded DNA binding protein 3,1858.5836419524849,-0.5728678405332213,0.15192347648957755,-3.770765741873488,1.627473934880656e-4,0.01970658655931577,1124,1701,1642,2496,2447,1851
ENSG00000138413,IDH1,3417,isocitrate dehydrogenase (NADP(+)) 1,4896.200603542852,0.24869777119278275,0.06698142353743437,3.7129364838564727,2.0486831556046502e-4,0.024279074844080643,5172,5654,5037,5086,4657,3912
ENSG00000185585,OLFML2A,169611,olfactomedin like 2A,2064.973120967258,-0.40687107675688644,0.10955068721110828,-3.713998397589516,2.0401008543204153e-4,0.024279074844080643,1679,1735,1867,2663,2233,2260
ENSG00000117650,NEK2,4751,NIMA related kinase 2,978.9522962231478,-0.43007301159240036,0.11600573071321439,-3.7073428092583884,2.094453390474069e-4,0.024432138980581275,728,922,841,1179,1210,1030
ENSG00000160789,LMNA,4000,lamin A/C,9291.701119957992,-0.3272819858718397,0.08831103789135429,-3.7060144879565597,2.1054626051488352e-4,0.024432138980581275,7027,8903,8664,11094,10960,9423
ENSG00000049192,ADAMTS6,11174,ADAM metallopeptidase with thrombospondin type 1 motif 6,2763.0803744209134,0.39132439352474724,0.10604536975366663,3.690160111976193,2.241129487060607e-4,0.0257383324596445,3421,3196,2725,2601,2377,2286
ENSG00000124459,ZNF45,7596,zinc finger protein 45,167.68627924396202,1.1518845177995412,0.31531572563060606,3.6531147169899785,2.5907841351339994e-4,0.029450342107543628,212,182,289,90,114,110
ENSG00000132003,ZSWIM4,65249,zinc finger SWIM-type containing 4,4382.249780924827,-0.2624427232531921,0.0719334636167808,-3.648409378023734,2.6386894493658574e-4,0.029691919662561263,3636,4302,3954,5134,5153,4273
ENSG00000005810,MYCBP2,23077,MYC binding protein 2,1818.881451588115,0.6853655165450242,0.1888476068887835,3.6291988436403697,2.843021904836224e-4,0.030841398419602737,2859,2136,1676,1634,1525,1113
ENSG00000089916,GPATCH2L,55668,G-patch domain containing 2 like,641.3047070811392,-0.99554711818491,0.27435024657802365,-3.628745119067287,2.848022542168347e-4,0.030841398419602737,327,679,294,768,900,909
ENSG00000147010,SH3KBP1,30011,SH3 domain containing kinase binding protein 1,17371.560952452728,-0.2062351700024536,0.05677527209292451,-3.632482283218422,2.807078542961771e-4,0.030841398419602737,14940,17035,16130,20083,19347,17193
ENSG00000198888,ND1,4535,NADH dehydrogenase subunit 1,28600.459211304646,0.4970245004630349,0.13698087913480717,3.628422474744797,2.8515835163546514e-4,0.030841398419602737,35346,28259,35517,23620,22723,25292
ENSG00000198712,COX2,4513,cytochrome c oxidase subunit II,35791.234192498196,0.4194805722064552,0.11645210412116948,3.6021725444306427,3.155687844060953e-4,0.033802271714268285,42671,36095,42656,31694,29645,31363
ENSG00000100242,SUN2,25777,Sad1 and UNC84 domain containing 2,5559.841417029065,-0.2049906421222538,0.05715757013029372,-3.586412817321778,3.3525807962759917e-4,0.035380235253796966,4903,5564,4949,6558,6192,5386
ENSG00000213030,CGB8,94115,chorionic gonadotropin subunit beta 8,692.8200847969115,-0.46214674628088426,0.1288993584818109,-3.5853300724231163,3.366521487345133e-4,0.035380235253796966,567,618,553,790,868,777
ENSG00000073008,PVR,5817,PVR cell adhesion molecule,9299.809898272395,0.1931449194012306,0.053971259452472845,3.578662446654858,3.453571792549461e-4,0.03553769286389109,9333,10582,9683,9515,9082,7836
ENSG00000124782,RREB1,6239,ras responsive element binding protein 1,2064.176301850959,0.386591577446899,0.10815292324277755,3.5744903221810564,3.5091079129515447e-4,0.03553769286389109,2422,2488,2068,1799,1808,1811
ENSG00000189143,CLDN4,1364,claudin 4,2752.109269440196,-0.4389866546676318,0.12262533535216674,-3.579901766685567,3.437233976193999e-4,0.03553769286389109,1998,2334,2621,3481,3484,2704
ENSG00000198301,SDAD1,55153,SDA1 domain containing 1,2237.3391392722046,0.4190460956648544,0.11716725180816559,3.576477976550529,3.4825464144448985e-4,0.03553769286389109,2783,2560,2279,2158,1790,1868
ENSG00000137094,DNAJB5,25822,DnaJ heat shock protein family (Hsp40) member B5,1436.4367403771357,-0.3715698862947532,0.10440187087295129,-3.5590347489742205,3.7222028658393826e-4,0.03735616209500065,1094,1382,1264,1695,1692,1536
ENSG00000112149,CD83,9308,CD83 molecule,5589.434683157715,-0.30353524727249004,0.08559282407241753,-3.5462698019600096,3.9072594656339166e-4,0.03868397853674763,4369,5579,5001,6442,6794,5562
ENSG00000138279,ANXA7,310,annexin A7,3715.2874375205433,-0.466603861798334,0.13161767552077103,-3.545145892845507,3.923958325540828e-4,0.03868397853674763,3367,2735,3147,4594,4992,3580
ENSG00000115425,PECR,55825,peroxisomal trans-2-enoyl-CoA reductase,352.5641380997907,0.6554953167374954,0.18556916840146256,3.532350348843451,4.118832770394829e-4,0.040248944791402105,411,508,373,310,309,219
ENSG00000130635,COL5A1,1289,collagen type V alpha 1 chain,44692.18741721517,-0.18678824952008546,0.05345250899594327,-3.494471130143986,4.750019792649556e-4,0.04601323520879656,42052,43643,38935,51116,50281,43427
ENSG00000164096,C4orf3,401152,chromosome 4 open reading frame 3,3077.1662012747183,-0.2697613686572343,0.0777448528430615,-3.4698293043500144,5.20789223833888e-4,0.049586256012901814,2657,2823,2829,3631,3563,3048
ENSG00000198938,COX3,4514,cytochrome c oxidase subunit III,28758.21105731911,0.3603692201561443,0.10379838792068556,3.471819046279502,5.169446588159636e-4,0.049586256012901814,32489,29550,33910,27310,24032,25048
ENSG00000143217,NECTIN4,81607,nectin cell adhesion molecule 4,181.91745871492733,-0.9277390902292278,0.26826145330263024,-3.458339164302632,5.435166847281482e-4,0.05088046947791235,147,101,123,234,259,230
ENSG00000100234,TIMP3,7078,TIMP metallopeptidase inhibitor 3,7142.12318104469,-0.2971526959189214,0.08605677163861154,-3.4529844689827565,5.544209225927579e-4,0.051468742314027684,5588,6829,6698,8376,8011,7533
ENSG00000070413,DGCR2,9993,DiGeorge syndrome critical region gene 2,926.5168868382906,-0.7632381466034305,0.22130028467145446,-3.4488800940158963,5.629166064036483e-4,0.05182554541600531,431,774,847,1269,1252,1033
ENSG00000156642,NPTN,27020,neuroplastin,783.9847837170944,0.5881649544563482,0.17112886796746737,3.436970988250573,5.882586095271061e-4,0.0537147615584587,896,1021,894,816,513,582
ENSG00000164879,CA3,761,carbonic anhydrase 3,5974.774009620373,-0.35057006889862014,0.10238549634290307,-3.4240207980680473,6.170189855950386e-4,0.05588285771974577,4450,5517,5689,6933,7302,6135
ENSG00000128567,PODXL,5420,podocalyxin like,27458.507436026084,-0.20296604654019315,0.05974660118451499,-3.397114522270055,6.81004599779716e-4,0.0606911299323683,25772,27347,23069,31622,31176,26670
ENSG00000152518,ZFP36L2,678,ZFP36 ring finger protein like 2,2700.649978284401,-0.27203368436089764,0.0800315998691951,-3.399078424091406,6.761332599400854e-4,0.0606911299323683,2208,2634,2459,3183,3121,2690
ENSG00000105327,BBC3,27113,BCL2 binding component 3,1204.2220375054733,-0.42432568749902094,0.12510348120532072,-3.391797601560061,6.943571135469617e-4,0.06111476567127521,1123,1023,916,1607,1388,1216
ENSG00000110400,NECTIN1,5818,nectin cell adhesion molecule 1,4862.2671535059135,-0.23255345547092826,0.06858238875876571,-3.3908625768186726,6.967302729131016e-4,0.06111476567127521,4119,4867,4361,5565,5379,5014
ENSG00000036054,TBC1D23,55773,TBC1 domain family member 23,4934.336010393426,0.19267836027431443,0.0571674717656407,3.3704194767297664,7.505383754480446e-4,0.06532029298821264,5089,5618,4996,4980,4803,4232
ENSG00000050405,LIMA1,51474,LIM domain and actin binding 1,18871.228957821135,0.17264280826478984,0.05149608532414118,3.352542376339731,8.007298231814806e-4,0.06914829635846274,19867,21233,18559,19151,18486,16352
ENSG00000151779,NBAS,51594,NBAS subunit of NRZ tethering complex,171.21704091011105,1.7963097165576505,0.5399855204276475,3.32658867433157,8.791604233800936e-4,0.07533728551118649,174,184,424,29,125,76
ENSG00000204291,COL15A1,1306,collagen type XV alpha 1 chain,2920.1966322448716,0.2850062753162731,0.08598764861395292,3.3145024885588756,9.180636268233189e-4,0.07807044887642575,3274,3397,2897,2836,2604,2554
ENSG00000119922,IFIT2,3433,interferon induced protein with tetratricopeptide repeats 2,18259.453985455566,-0.2187105816473493,0.06640192692831247,-3.2937384766479636,9.886443653558926e-4,0.08343559265200487,16503,18699,15226,20474,21435,17856
ENSG00000072571,HMMR,3161,hyaluronan mediated motility receptor,1096.6596981015957,-0.3832378002418699,0.11655133450682297,-3.288145964724539,0.0010084953762670758,0.084470966102370107,972,905,952,1332,1261,1179
ENSG00000130175,PRKCSH,5589,protein kinase C substrate 80K-H,7744.515728141245,-0.2681001904789951,0.08168002096279321,-3.2823227432950803,0.0010295569241147078,0.08559152339281974,6087,7840,7067,8886,8934,7904
