gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,HOS_D2_1_S4_L001,HOS_D2_2_S5_L001,HOS_D2_3_S6_L001,HOS_Media_1_S10_L001,HOS_Media_2_S11_L001
ENSG00000126878,AIF1L,83543,allograft inflammatory factor 1 like,4605.950987890137,-2.2470674459097255,0.04826442781514311,-46.557424331563325,0,0,1852,2173,1917,7843,8076
ENSG00000128283,CDC42EP1,11135,CDC42 effector protein 1,9372.082046461423,1.4079430507077786,0.036308718134166425,38.776996904853746,0,0,12462,14757,13041,4118,4448
ENSG00000128965,CHAC1,79094,ChaC glutathione specific gamma-glutamylcyclotransferase 1,2917.8510479956235,2.9556492859438093,0.07101963950915519,41.61735129003006,0,0,4498,5150,4782,477,575
ENSG00000130175,PRKCSH,5589,protein kinase C substrate 80K-H,8770.838269077796,-1.5458237299592426,0.03867943273950322,-39.965005184279654,0,0,5072,5703,5206,13071,13274
ENSG00000130303,BST2,684,bone marrow stromal cell antigen 2,5248.646432190257,8.122806256343349,0.19554338027425988,41.539663705059645,0,0,8845,9909,9350,24,33
ENSG00000130487,KLHDC7B,113730,kelch domain containing 7B,3969.411909860888,6.994126027521196,0.15502794055769162,45.11526117395866,0,0,6641,7638,6931,42,52
ENSG00000130589,HELZ2,85441,helicase with zinc finger 2,14816.921646119137,4.5476717000996105,0.048265089062980604,94.2227972306319,0,0,25123,27310,24868,864,1006
ENSG00000130635,COL5A1,1289,collagen type V alpha 1 chain,24351.294813976012,-2.82191788566012,0.03289972098449639,-85.77330753017377,0,0,7289,8419,7191,44618,46779
ENSG00000130741,EIF2S3,1968,eukaryotic translation initiation factor 2 subunit gamma,13774.603421434613,-1.1139484165357245,0.026802419341540908,-41.5614875038248,0,0,9568,10956,9762,17960,19063
ENSG00000130766,SESN2,83667,sestrin 2,3371.9885418573344,2.2535605070783626,0.05845860965752095,38.54967677611253,0,0,5000,5627,5253,938,943
ENSG00000132274,TRIM22,10346,tripartite motif containing 22,5702.822472296418,6.921306427625991,0.12784747300336952,54.137217303024634,0,0,9406,10919,10139,65,77
ENSG00000132530,XAF1,54739,XIAP associated factor 1,17529.650863539544,6.393151653484412,0.06358182491676433,100.54998675885378,0,0,29167,33231,30985,284,344
ENSG00000133026,MYH10,4628,myosin heavy chain 10,32366.389063513998,-1.4015416581789106,0.028716814387347547,-48.805610513554086,0,0,20196,22046,20648,46227,47663
ENSG00000134333,LDHA,3939,lactate dehydrogenase A,47329.64391467064,-1.5779977117276682,0.0265784444649708,-59.3713343084242,0,0,26403,31253,27415,70150,73156
ENSG00000134352,IL6ST,3572,interleukin 6 cytokine family signal transducer,12761.604368306782,1.4833234743959,0.03714964814167258,39.92833172306641,0,0,17604,19704,18008,5582,5589
ENSG00000134824,FADS2,9415,fatty acid desaturase 2,10377.85267779967,-2.7323894298766365,0.04271728749144049,-63.96448815773101,0,0,3141,3848,3288,18854,19664
ENSG00000135052,GOLM1,51280,golgi membrane protein 1,19469.014660772355,1.1539939101353376,0.02592398493198192,44.5145263416535,0,0,24963,28866,26635,9848,10579
ENSG00000135069,PSAT1,29968,phosphoserine aminotransferase 1,30100.044177518852,1.6437844159140635,0.023476709042389184,70.01766784884848,0,0,41877,47758,43590,11407,12693
ENSG00000135114,OASL,8638,2'-5'-oligoadenylate synthetase like,4549.492238203656,6.572796362126022,0.1278990732260742,51.39049249018371,0,0,7645,8536,8066,68,76
ENSG00000135486,HNRNPA1,3178,heterogeneous nuclear ribonucleoprotein A1,19385.354188066678,-1.7804797981575136,0.044722475566478195,-39.81174511484501,0,0,10325,10668,10578,29076,32373
ENSG00000135899,SP110,3431,SP110 nuclear body protein,8705.15059456145,4.29220613155331,0.0555715147425208,77.23752270277976,0,0,13952,16132,15127,658,645
ENSG00000136235,GPNMB,10457,glycoprotein nmb,9135.494183037115,-2.04941542407278,0.0452507159566023,-45.29023200513053,0,0,3959,4908,4204,14867,15644
ENSG00000137154,RPS6,6194,ribosomal protein S6,62678.23617669136,-0.9314724679647347,0.023695694210837386,-39.309777534971715,0,0,46489,54100,47679,78202,81394
ENSG00000137496,IL18BP,10068,interleukin 18 binding protein,2635.2703110645725,5.5048048371921015,0.14121796109792684,38.98091145342924,0,0,4210,5311,4461,63,111
ENSG00000137628,DDX60,55601,DExD/H-box helicase 60,4513.145165727216,4.852067218045451,0.08281039005184922,58.59249322467236,0,0,7443,8614,7642,249,214
ENSG00000137965,IFI44,10561,interferon induced protein 44,3073.901053621823,5.7516490984534165,0.1205126990307818,47.72649807622605,0,0,5120,5891,5299,82,89
ENSG00000138035,PNPT1,87178,polyribonucleotide nucleotidyltransferase 1,7599.75004665057,2.412161344959463,0.04040049201132443,59.70623685185131,0,0,11264,13102,11916,1884,1965
ENSG00000138326,RPS24,6229,ribosomal protein S24,29403.604694989277,-1.5032969335776558,0.0250080499295821,-60.11252128057379,0,0,16998,19821,17843,42862,44610
ENSG00000138496,PARP9,83666,poly(ADP-ribose) polymerase family member 9,4049.741838313277,4.063467579666988,0.07344501968044173,55.32665927992231,0,0,6433,7743,6765,334,373
ENSG00000138646,HERC5,51191,HECT and RLD domain containing E3 ubiquitin protein ligase 5,4138.8528836913465,4.015108557440261,0.08429486375096631,47.63171062595416,0,0,6381,7686,7295,331,416
ENSG00000139269,INHBE,83729,inhibin subunit beta E,6707.278256408485,5.50640232213972,0.0785860013834764,70.06848834654544,0,0,11379,12557,11539,231,210
ENSG00000140105,WARS1,7453,tryptophanyl-tRNA synthetase 1,138491.1222584848,3.6058825406861548,0.01767769143800259,203.97926693835225,0,0,220395,251697,232975,15729,16995
ENSG00000140464,PML,5371,PML nuclear body scaffold,5437.497752527319,1.956005215274158,0.046361550021946654,42.19024632153634,0,0,7908,8903,8101,1806,1820
ENSG00000142089,IFITM3,10410,interferon induced transmembrane protein 3,22594.762995145247,2.5260346979421127,0.029377191131193418,85.9862567071604,0,0,34233,39741,34843,5108,5562
ENSG00000142534,RPS11,6205,ribosomal protein S11,36909.54839105308,-1.398418893015741,0.03479001583615323,-40.19598322696152,0,0,22385,26405,23153,53377,53562
ENSG00000142541,RPL13A,23521,ribosomal protein L13a,61607.985300496555,-1.3781486890386798,0.02468742099010337,-55.823923025055905,0,0,37259,44219,39678,86754,90971
ENSG00000142676,RPL11,6135,ribosomal protein L11,30970.95023087447,-1.4092333607141145,0.023845200409054974,-59.09924582470577,0,0,18795,21704,19546,44147,45886
ENSG00000142937,RPS8,6202,ribosomal protein S8,31455.332012012554,-0.802627301004335,0.02034385572821535,-39.45305706681518,0,0,24345,28290,25496,37206,39761
ENSG00000143384,MCL1,4170,"MCL1 apoptosis regulator, BCL2 family member",33758.4902215913,1.2442623084984092,0.022636492399039015,54.967098548856086,0,0,44513,49954,46942,16229,17515
ENSG00000145425,RPS3A,6189,ribosomal protein S3A,30273.531733417054,-1.3810423405070247,0.022493973652362016,-61.39610376764205,0,0,18443,21541,19454,42479,44932
ENSG00000145623,OSMR,9180,oncostatin M receptor,10566.552349607424,2.4869523047948747,0.040984961267834276,60.679630475744254,0,0,15860,18443,16439,2373,2743
ENSG00000147604,RPL7,6129,ribosomal protein L7,27236.193683947717,-1.3863400756276345,0.021882176321605627,-63.35476212477162,0,0,16815,18990,17509,38409,40324
ENSG00000149131,SERPING1,710,serpin family G member 1,8762.492564593793,5.54564009591275,0.0719254468092677,77.10261586026306,0,0,14216,16823,15384,286,275
ENSG00000149273,RPS3,6188,ribosomal protein S3,40592.103215694886,-1.5561977726284888,0.029195490742364025,-53.30267562073799,0,0,22395,26900,24404,58624,63749
ENSG00000149716,LTO1,220064,LTO1 maturation factor of ABCE1,4151.022907079143,2.310414092314786,0.0536900416145543,43.03245113686928,0,0,6181,7115,6362,1043,1197
ENSG00000151012,SLC7A11,23657,solute carrier family 7 member 11,5332.965600219068,1.9678981657709402,0.043550244066125225,45.186845859760275,0,0,7815,8714,7931,1702,1832
ENSG00000152778,IFIT5,24138,interferon induced protein with tetratricopeptide repeats 5,5166.619400900499,2.536977488575298,0.05127241561752125,49.480358161793724,0,0,7801,8814,8262,1209,1212
ENSG00000154451,GBP5,115362,guanylate binding protein 5,13117.900447832179,8.634433021459763,0.1465713308757444,58.909426351457434,0,0,22151,25132,23037,40,60
ENSG00000156508,EEF1A1,1915,eukaryotic translation elongation factor 1 alpha 1,272095.40144405735,-1.6195533502508928,0.02171667557368769,-74.57648592463077,0,0,150227,174913,154458,407915,423761
ENSG00000156587,UBE2L6,9246,ubiquitin conjugating enzyme E2 L6,7371.202588184307,4.4691583759817295,0.06078332497382346,73.52605962089747,0,0,11900,14035,12524,444,537
ENSG00000157601,MX1,4599,MX dynamin like GTPase 1,41557.10044219593,7.524937157577492,0.06291841459007018,119.59832755806727,0,0,68722,78555,75026,343,339
ENSG00000157654,PALM2AKAP2,445815,PALM2 and AKAP2 fusion,22962.021571378216,1.3892038981488222,0.03697976374801547,37.56659744002216,0,0,31460,34692,32071,10628,10547
ENSG00000159403,C1R,715,complement C1r,9866.412262196307,5.023665128823737,0.05885848740806782,85.35158394395191,0,0,16026,18618,17288,425,477
ENSG00000160710,ADAR,103,adenosine deaminase RNA specific,11745.906314024749,1.6067664566895439,0.03521260188233653,45.63043827487044,0,0,16687,18541,16508,4576,5027
ENSG00000161016,RPL8,6132,ribosomal protein L8,40920.428896264326,-0.8026034146375263,0.017439666819471497,-46.02171721201775,0,0,31974,36685,32964,48309,51822
ENSG00000162645,GBP2,2634,guanylate binding protein 2,7014.0807800742095,3.4375833629625454,0.058707572647149354,58.55434329781412,0,0,11047,12500,11919,949,899
ENSG00000162654,GBP4,115361,guanylate binding protein 4,6262.718207739287,3.96002558619655,0.06639551657571503,59.64296673075329,0,0,10051,11637,10570,618,551
ENSG00000162734,PEA15,8682,proliferation and apoptosis adaptor protein 15,12455.20075844423,1.758206057827763,0.03423389839704466,51.35862814792794,0,0,17477,20288,18138,4389,4950
ENSG00000162772,ATF3,467,activating transcription factor 3,2808.5039502626532,3.125131986711971,0.081809151326162,38.200273881982874,0,0,4322,5069,4629,398,511
ENSG00000163041,H3-3A,3020,H3.3 histone A,8636.822587105758,-1.396332098022254,0.034349661939291364,-40.650533926362726,0,0,5286,6133,5424,12219,12812
ENSG00000163131,CTSS,1520,cathepsin S,4169.356821217616,6.639980753889141,0.13655292253316212,48.62569493726222,0,0,6999,7810,7418,60,66
ENSG00000163359,COL6A3,1293,collagen type VI alpha 3 chain,13780.587519219413,-1.292283632342755,0.029245656341906505,-44.18719885219412,0,0,8891,10152,9069,19046,19831
ENSG00000163840,DTX3L,151636,deltex E3 ubiquitin ligase 3L,20103.150490178694,5.150237294422153,0.09380961356021543,54.900954166240844,0,0,33925,37202,34752,743,947
ENSG00000163931,TKT,7086,transketolase,10607.274429577881,-1.4386531845621358,0.029053427521644724,-49.517503003400996,0,0,6446,7295,6551,14940,16142
